CUST_CODE,TOTAL_SALES,TOTAL_VISIT
CUST0000159899,494.24000000000007,129
CUST0000160306,274.9699999999996,75
CUST0000160456,1460.2400000000066,235
CUST0000160617,43.27,4
CUST0000160729,113.01000000000003,45
CUST0000161188,0.42,1
CUST0000161286,295.30999999999995,23
CUST0000161404,432.4199999999998,19
CUST0000161885,57.650000000000006,11
CUST0000161967,842.1000000000005,98
CUST0000161994,1994.1799999999996,132
CUST0000162102,15.809999999999999,1
CUST0000162230,458.87999999999965,33
CUST0000162349,3028.3900000000053,165
CUST0000162434,355.45999999999975,45
CUST0000162536,7.84,4
CUST0000162730,1453.4599999999978,62
CUST0000162773,6198.70000000001,497
CUST0000162850,3627.4000000000083,104
CUST0000163212,113.03000000000004,25
CUST0000163355,1154.8299999999986,176
CUST0000163810,493.5999999999995,108
CUST0000164214,1442.5199999999957,151
CUST0000164777,192.75999999999993,48
CUST0000165033,62.35000000000003,28
CUST0000165473,137.52999999999997,22
CUST0000165485,547.6700000000002,27
CUST0000165493,44.25,9
CUST0000165640,2538.0499999999975,180
CUST0000166035,220.47999999999996,9
CUST0000166122,1036.45,68
CUST0000166268,136.40000000000003,27
CUST0000166295,5456.489999999976,219
CUST0000166407,98.25999999999998,16
CUST0000166546,278.3999999999999,19
CUST0000166560,18.13,5
CUST0000166674,2267.009999999999,90
CUST0000166823,2907.689999999994,273
CUST0000166946,7.260000000000001,2
CUST0000167044,120.13,5
CUST0000167183,251.76999999999995,38
CUST0000167244,195.60999999999996,14
CUST0000167253,329.62,22
CUST0000167262,17.38,3
CUST0000167368,26.510000000000005,3
CUST0000167586,2327.5600000000004,120
CUST0000168088,1668.0800000000008,219
CUST0000168178,923.8499999999989,89
CUST0000168254,178.6199999999999,34
CUST0000168297,19.43,3
CUST0000168307,304.1099999999999,63
CUST0000168578,35.099999999999994,1
CUST0000168606,508.45000000000067,151
CUST0000168651,185.19000000000005,21
CUST0000168857,124.00999999999999,10
CUST0000169058,4521.4000000000315,139
CUST0000169257,1368.3300000000022,118
CUST0000169377,1486.689999999998,62
CUST0000169503,12.98,1
CUST0000169887,426.3399999999999,27
CUST0000169890,1650.430000000001,152
CUST0000170376,221.2300000000001,53
CUST0000170500,24.14,2
CUST0000170672,1318.5299999999988,129
CUST0000171760,174.58999999999995,43
CUST0000171942,39.559999999999995,1
CUST0000172939,67.88000000000001,20
CUST0000172994,474.6200000000005,157
CUST0000173051,16.580000000000002,2
CUST0000173361,3867.7800000000148,144
CUST0000173929,3948.4999999999995,469
CUST0000174325,3998.150000000001,138
CUST0000174543,507.9599999999992,36
CUST0000174615,343.25999999999965,43
CUST0000175019,362.28000000000014,58
CUST0000175215,1139.1900000000012,157
CUST0000175277,27.540000000000006,5
CUST0000175470,167.0899999999998,40
CUST0000176004,589.6800000000001,34
CUST0000176081,16.78,6
CUST0000176102,925.1399999999991,177
CUST0000176387,121.29000000000008,46
CUST0000176637,1079.1899999999998,104
CUST0000176701,4880.97,56
CUST0000176705,9.629999999999999,2
CUST0000177095,604.8500000000006,68
CUST0000177169,1828.7499999999995,84
CUST0000177444,120.32999999999998,14
CUST0000177622,204.02,22
CUST0000177733,38.879999999999995,1
CUST0000177901,1383.5799999999992,62
CUST0000177911,1169.6699999999958,111
CUST0000178093,13.95,7
CUST0000178509,261.12,81
CUST0000178558,60.78999999999999,6
CUST0000178603,1253.479999999998,133
CUST0000178690,860.1599999999994,168
CUST0000178820,262.1000000000002,13
CUST0000178986,3028.5999999999976,387
CUST0000179031,1611.7099999999994,112
CUST0000179263,70.57999999999998,26
CUST0000179265,1301.9199999999953,89
CUST0000179329,144.32,18
CUST0000179481,3045.1700000000073,151
CUST0000179646,0.85,1
CUST0000179746,2864.5900000000197,218
CUST0000179817,3023.33000000001,230
CUST0000180023,988.1000000000035,279
CUST0000180051,4.58,1
CUST0000180206,0.7100000000000001,1
CUST0000180434,2704.4200000000214,138
CUST0000180467,244.26999999999984,25
CUST0000180588,229.65000000000003,44
CUST0000180856,1429.4699999999982,300
CUST0000181525,929.7300000000002,174
CUST0000181741,52.330000000000005,1
CUST0000182139,1336.1799999999969,68
CUST0000182451,7.63,4
CUST0000182582,1611.3800000000015,312
CUST0000182916,2235.4500000000007,128
CUST0000183093,521.3299999999994,70
CUST0000183225,2459.7000000000126,327
CUST0000183230,38.76,3
CUST0000183348,3790.8899999999967,109
CUST0000183469,554.6999999999997,107
CUST0000183523,415.5899999999997,12
CUST0000183589,18.27000000000001,8
CUST0000184426,34.84,16
CUST0000184526,1782.7699999999945,99
CUST0000185094,793.9800000000001,52
CUST0000185571,372.16,25
CUST0000186240,93.35000000000002,6
CUST0000186477,1085.7400000000002,70
CUST0000186827,378.11,61
CUST0000186979,14684.05999999993,152
CUST0000187585,1523.2300000000023,295
CUST0000187720,134.50000000000006,11
CUST0000187832,52.46000000000001,3
CUST0000187885,634.1399999999992,91
CUST0000187916,595.8899999999991,123
CUST0000188001,41.45000000000001,1
CUST0000188090,52.970000000000006,7
CUST0000188561,10.440000000000001,1
CUST0000188655,816.1999999999998,48
CUST0000189276,10.649999999999999,1
CUST0000189585,281.65,16
CUST0000189657,517.9099999999983,103
CUST0000189714,14.35,2
CUST0000190109,33.35,5
CUST0000190174,439.59000000000003,35
CUST0000190448,40.570000000000014,2
CUST0000190750,770.6599999999995,37
CUST0000190835,27.21,2
CUST0000191190,2078.3899999999985,129
CUST0000191248,75.67000000000002,4
CUST0000191339,3866.860000000002,148
CUST0000191960,1182.8399999999995,66
CUST0000191983,614.2700000000003,187
CUST0000192514,118.15000000000002,8
CUST0000192559,26.129999999999995,1
CUST0000193010,2142.8200000000033,205
CUST0000193087,467.480000000001,44
CUST0000193118,78.34999999999998,7
CUST0000193183,17.38,1
CUST0000193209,2201.3899999999953,33
CUST0000193230,7.4799999999999995,1
CUST0000193265,131.26,2
CUST0000193773,2249.519999999997,200
CUST0000193956,430.6099999999996,7
CUST0000194233,2050.009999999997,160
CUST0000194392,208.76999999999995,17
CUST0000194547,1372.6499999999944,79
CUST0000194560,2.29,1
CUST0000194891,178.69999999999996,26
CUST0000195041,366.26000000000005,27
CUST0000195740,211.25999999999996,11
CUST0000195742,332.21999999999923,70
CUST0000195772,234.69999999999996,22
CUST0000195791,19.429999999999996,2
CUST0000195874,285.85999999999996,61
CUST0000195975,326.6200000000001,32
CUST0000196121,582.8499999999997,38
CUST0000196385,2738.9900000000034,176
CUST0000196396,394.04000000000013,43
CUST0000196444,3949.810000000007,221
CUST0000196452,4678.100000000009,91
CUST0000196637,49.79999999999999,2
CUST0000196773,499.92,138
CUST0000197150,747.4299999999995,59
CUST0000197152,508.35,43
CUST0000197177,1514.3299999999995,93
CUST0000197476,58.230000000000004,1
CUST0000197717,514.4800000000005,82
CUST0000197720,297.63999999999976,11
CUST0000197975,16.58,2
CUST0000198011,153.94,25
CUST0000198121,237.48999999999992,31
CUST0000198334,52.38000000000002,1
CUST0000198486,291.00999999999993,64
CUST0000198561,190.96999999999997,2
CUST0000198651,81.91,22
CUST0000199032,1592.9999999999948,74
CUST0000199180,332.65,53
CUST0000199229,289.5400000000002,30
CUST0000199253,167.37000000000003,9
CUST0000199324,160.1599999999999,29
CUST0000199346,2748.8100000000063,148
CUST0000199355,2201.61,70
CUST0000199394,64.14,10
CUST0000199455,8.95,2
CUST0000199713,58.86,1
CUST0000199773,1028.940000000002,117
CUST0000199788,219.14999999999995,29
CUST0000199914,2361.3700000000035,114
CUST0000200033,4.57,1
CUST0000200113,518.5000000000001,104
CUST0000200588,4849.050000000059,512
CUST0000200724,42.42,1
CUST0000200864,533.1700000000001,61
CUST0000200917,630.0899999999978,159
CUST0000201287,48.84,1
CUST0000201463,0.5,2
CUST0000201801,165.72000000000008,17
CUST0000201981,266.27000000000004,15
CUST0000202206,66.71000000000001,20
CUST0000202476,224.69000000000003,10
CUST0000202713,195.17000000000007,14
CUST0000202837,328.75999999999993,37
CUST0000203043,411.9799999999996,68
CUST0000203059,1940.0000000000045,256
CUST0000203419,37.050000000000004,1
CUST0000203491,144.20000000000005,25
CUST0000203671,1.07,1
CUST0000203680,89.43,12
CUST0000203720,1.9100000000000001,1
CUST0000203993,505.76999999999987,92
CUST0000204018,1757.6099999999976,499
CUST0000204025,5.39,1
CUST0000204088,101.16000000000003,23
CUST0000204102,2317.8400000000142,355
CUST0000204216,3475.2000000000044,137
CUST0000204592,62.54000000000001,8
CUST0000205018,161.08999999999997,12
CUST0000205301,5148.290000000001,129
CUST0000205547,2050.359999999997,100
CUST0000205671,1.96,2
CUST0000205747,257.3799999999999,18
CUST0000206035,4064.6600000000226,148
CUST0000206165,19.22,1
CUST0000206190,1402.379999999999,53
CUST0000206442,1476.6499999999992,72
CUST0000206542,428.9399999999993,165
CUST0000206721,760.4300000000013,97
CUST0000206868,6461.26000000002,266
CUST0000207011,21.15,1
CUST0000207778,3298.4300000000017,211
CUST0000208533,5450.349999999968,322
CUST0000208588,1.3900000000000001,1
CUST0000208677,652.2099999999989,82
CUST0000208808,11.729999999999999,4
CUST0000208854,48.120000000000005,2
CUST0000208981,35.27,9
CUST0000209037,1640.5499999999895,218
CUST0000209051,260.4099999999999,20
CUST0000209339,164.48000000000002,5
CUST0000209646,689.7599999999991,57
CUST0000210083,1936.8499999999945,229
CUST0000211047,1415.7099999999996,79
CUST0000211064,284.0800000000001,99
CUST0000211321,134.45999999999995,4
CUST0000211389,54.81,4
CUST0000211407,89.31999999999998,9
CUST0000211673,25.669999999999998,6
CUST0000212016,2757.3299999999917,75
CUST0000212093,0.22,5
CUST0000212148,429.2699999999999,70
CUST0000212216,815.4600000000002,57
CUST0000212223,4755.7900000000145,159
CUST0000212431,90.47999999999998,8
CUST0000212519,293.28999999999985,20
CUST0000212677,16.75,1
CUST0000212869,3532.500000000004,270
CUST0000213425,142.44999999999993,17
CUST0000213530,471.1000000000004,26
CUST0000213878,490.69000000000034,28
CUST0000213897,37.260000000000005,1
CUST0000213955,1893.2899999999956,110
CUST0000213978,331.5599999999998,15
CUST0000214212,525.97,61
CUST0000214363,1571.7999999999988,79
CUST0000214609,145.61999999999992,15
CUST0000214629,5.74,1
CUST0000214716,703.5399999999996,94
CUST0000214748,2075.3500000000013,131
CUST0000215116,1408.2899999999981,220
CUST0000215484,23.360000000000003,2
CUST0000215521,622.6199999999991,63
CUST0000215621,3376.490000000016,428
CUST0000215689,1567.6299999999947,110
CUST0000216101,18.66,5
CUST0000216317,558.2199999999997,54
CUST0000216551,87.69999999999997,9
CUST0000217297,170.31000000000014,29
CUST0000217478,1297.4299999999994,115
CUST0000217499,34.480000000000004,2
CUST0000217653,232.24999999999997,4
CUST0000217740,3.4800000000000004,1
CUST0000218237,1781.8500000000038,159
CUST0000218305,3926.1300000000065,138
CUST0000218587,75.18,27
CUST0000218633,603.8700000000003,140
CUST0000218956,188.6100000000001,16
CUST0000219153,1838.5599999999922,229
CUST0000219249,707.1799999999993,165
CUST0000219524,1060.439999999999,64
CUST0000219536,4.640000000000001,2
CUST0000219699,4561.830000000021,137
CUST0000219780,39.89,4
CUST0000219808,0.08,1
CUST0000220115,802.9299999999988,178
CUST0000220331,5124.729999999993,226
CUST0000220595,485.1799999999997,32
CUST0000220735,17.95,1
CUST0000220920,163.82000000000008,59
CUST0000221017,1504.7300000000023,78
CUST0000221060,19.72,1
CUST0000221352,21.69,2
CUST0000221356,1817.099999999999,82
CUST0000221361,556.19,41
CUST0000222195,116.53999999999999,9
CUST0000222318,1558.3100000000024,125
CUST0000223076,964.9099999999978,314
CUST0000223188,1992.029999999988,117
CUST0000223323,34.44,7
CUST0000223618,38.660000000000004,1
CUST0000223725,531.8299999999997,103
CUST0000223968,868.0399999999998,44
CUST0000224082,2.84,1
CUST0000224145,2743.1699999999973,189
CUST0000224232,47.690000000000005,1
CUST0000224335,873.1099999999988,139
CUST0000224482,107.1,9
CUST0000224516,1568.8399999999988,182
CUST0000224524,2595.940000000003,202
CUST0000224627,15.749999999999998,1
CUST0000224690,6.24,1
CUST0000224831,207.90000000000015,10
CUST0000225040,502.1399999999998,28
CUST0000225193,296.29,9
CUST0000225213,873.7100000000019,66
CUST0000225324,755.0000000000014,376
CUST0000225331,188.26000000000002,22
CUST0000225488,58.080000000000005,19
CUST0000225582,239.67000000000002,38
CUST0000225754,1852.029999999996,160
CUST0000225827,1067.230000000003,359
CUST0000226332,35.19,1
CUST0000227013,536.0600000000002,85
CUST0000227053,194.2899999999999,80
CUST0000227166,35.08999999999999,12
CUST0000227265,559.5599999999997,36
CUST0000227398,27.389999999999997,1
CUST0000227529,12.73,2
CUST0000227536,1284.35,94
CUST0000227629,2904.7599999999998,297
CUST0000227752,14.080000000000002,3
CUST0000228256,2106.9099999999935,122
CUST0000228788,943.1700000000011,68
CUST0000228941,161.32000000000002,19
CUST0000228962,3834.410000000054,99
CUST0000229117,664.8599999999994,38
CUST0000229149,480.4099999999999,18
CUST0000229327,309.37000000000006,20
CUST0000229424,314.93999999999994,114
CUST0000229532,77.40000000000002,9
CUST0000229599,332.6100000000001,15
CUST0000230291,146.15999999999997,11
CUST0000230647,26.710000000000008,1
CUST0000231131,3084.6200000000026,345
CUST0000231364,1071.5100000000034,86
CUST0000231675,176.58,6
CUST0000231774,1471.2999999999977,170
CUST0000231954,11.51,3
CUST0000232167,156.57999999999998,16
CUST0000232172,1247.7600000000032,221
CUST0000232876,676.8900000000007,66
CUST0000232995,2.33,1
CUST0000233205,976.49,155
CUST0000233658,544.1399999999994,38
CUST0000234065,17.16,1
CUST0000234190,5232.6799999999575,416
CUST0000234209,52.4,2
CUST0000234349,72.62000000000002,1
CUST0000234511,1847.350000000001,97
CUST0000234581,0.44,1
CUST0000235664,1137.0800000000006,207
CUST0000235758,345.7000000000001,65
CUST0000235779,580.5699999999981,165
CUST0000236124,4884.240000000002,178
CUST0000236697,2753.5300000000047,141
CUST0000236834,31.25,1
CUST0000237694,54.82999999999998,35
CUST0000237812,19.49,1
CUST0000238094,301.65000000000003,25
CUST0000238146,684.7299999999998,44
CUST0000238212,36.47,1
CUST0000238658,4721.85999999999,336
CUST0000238866,916.8500000000007,166
CUST0000238956,1701.3100000000002,160
CUST0000239627,5.55,1
CUST0000239683,1468.3899999999987,110
CUST0000239699,1661.1200000000051,189
CUST0000239729,11.88,1
CUST0000239986,2338.95,237
CUST0000240185,190.06999999999996,8
CUST0000240228,3643.5100000000107,248
CUST0000240244,660.4800000000007,80
CUST0000240277,1856.6399999999937,288
CUST0000240308,5875.220000000012,122
CUST0000240359,24.17,4
CUST0000240613,1128.3899999999992,57
CUST0000240651,450.7299999999997,27
CUST0000241118,16.98,2
CUST0000241252,2361.380000000001,90
CUST0000241254,1824.8099999999988,67
CUST0000241476,39.7,2
CUST0000241522,14.820000000000002,5
CUST0000241970,32.41,8
CUST0000242140,403.53,17
CUST0000242357,258.96,45
CUST0000242508,2656.190000000006,110
CUST0000242769,38.9,3
CUST0000242953,2696.7100000000046,130
CUST0000243024,1887.9799999999998,100
CUST0000243284,20.41,1
CUST0000243335,60.96999999999999,11
CUST0000243706,18.21,7
CUST0000244088,14.18,1
CUST0000244127,120.23000000000003,3
CUST0000244205,44.8,2
CUST0000244418,603.0800000000003,60
CUST0000244450,16.72,7
CUST0000244654,1450.549999999996,201
CUST0000244913,1188.0100000000014,82
CUST0000245024,213.50000000000006,28
CUST0000245257,37.82,5
CUST0000245743,333.8599999999998,18
CUST0000245750,250.09999999999977,33
CUST0000246087,719.0600000000007,46
CUST0000246094,268.23000000000013,85
CUST0000246289,44.13,12
CUST0000246911,6.07,3
CUST0000246921,280.76000000000005,6
CUST0000246937,2084.8199999999983,174
CUST0000246949,568.1499999999997,62
CUST0000247029,5.640000000000001,1
CUST0000247100,705.6699999999989,152
CUST0000247910,112.07000000000002,16
CUST0000248020,20.33,1
CUST0000248193,62.93000000000003,20
CUST0000248231,835.2499999999995,43
CUST0000248266,70.89999999999999,28
CUST0000248273,1017.5899999999997,129
CUST0000248288,3692.089999999999,403
CUST0000248441,798.5099999999994,84
CUST0000248760,28.83000000000001,1
CUST0000248944,1934.960000000005,111
CUST0000249526,857.2000000000013,239
CUST0000249573,132.89999999999992,32
CUST0000249577,803.9500000000014,43
CUST0000249608,806.4300000000004,42
CUST0000249643,36.019999999999996,1
CUST0000249670,1394.410000000002,293
CUST0000249820,5.08,1
CUST0000249946,1746.270000000009,157
CUST0000250135,207.29999999999998,10
CUST0000250864,3879.770000000014,421
CUST0000251322,193.85,28
CUST0000251863,7317.610000000016,361
CUST0000251916,192.37000000000012,10
CUST0000252228,1678.7199999999968,49
CUST0000252338,155.45999999999998,14
CUST0000252562,41.44,1
CUST0000253102,448.9700000000006,61
CUST0000253216,538.5400000000002,65
CUST0000253529,595.0500000000004,57
CUST0000253539,16.1,1
CUST0000253573,754.7499999999993,195
CUST0000253580,1970.2499999999945,135
CUST0000253846,285.96000000000043,98
CUST0000253886,455.10000000000036,10
CUST0000254439,669.9699999999999,188
CUST0000254620,24.080000000000002,2
CUST0000254742,47.039999999999985,1
CUST0000254832,62.77,2
CUST0000255032,7.659999999999999,7
CUST0000255201,2.86,1
CUST0000255269,3.35,1
CUST0000255387,289.87999999999994,33
CUST0000255395,79.96000000000001,8
CUST0000255397,51.79,12
CUST0000255420,319.0299999999999,136
CUST0000255660,2048.439999999998,97
CUST0000255673,6.26,3
CUST0000255714,1076.9799999999982,75
CUST0000256112,837.2200000000001,145
CUST0000256124,49.99000000000002,13
CUST0000256243,639.2700000000004,103
CUST0000256837,235.14999999999995,81
CUST0000257507,431.0200000000001,41
CUST0000257511,55.31000000000001,8
CUST0000257769,53.540000000000006,14
CUST0000257902,1757.7999999999972,92
CUST0000258097,1218.4900000000002,76
CUST0000258485,1085.4100000000003,92
CUST0000258532,3440.150000000003,211
CUST0000258555,1492.879999999995,111
CUST0000258658,818.8699999999988,157
CUST0000258756,437.98,87
CUST0000258842,52.739999999999995,10
CUST0000259129,984.7100000000007,112
CUST0000259182,101.17999999999996,10
CUST0000259436,3.89,2
CUST0000259498,4408.369999999935,201
CUST0000259504,343.82000000000005,7
CUST0000259680,987.9800000000015,87
CUST0000260311,90.11000000000003,19
CUST0000260697,1276.7000000000023,91
CUST0000260876,214.9999999999997,19
CUST0000261138,4.58,1
CUST0000261175,64.61999999999998,15
CUST0000261258,64.02999999999996,18
CUST0000261261,361.46000000000026,60
CUST0000261381,3419.2399999999952,94
CUST0000261407,20.49,1
CUST0000261553,121.22999999999996,4
CUST0000261775,4802.309999999989,240
CUST0000262704,1274.9600000000023,97
CUST0000262766,6.08,1
CUST0000263173,94.71999999999996,21
CUST0000263376,205.89000000000004,8
CUST0000263560,22.419999999999995,1
CUST0000263844,5321.599999999995,211
CUST0000263870,469.3499999999998,96
CUST0000264079,82.27,10
CUST0000264107,1817.6799999999919,96
CUST0000264286,0.72,1
CUST0000264598,19.25,3
CUST0000264835,1601.1999999999991,39
CUST0000265073,78.82999999999998,13
CUST0000265147,2014.8199999999977,96
CUST0000265274,4922.550000000004,233
CUST0000265367,3188.84999999998,92
CUST0000265416,46.929999999999986,6
CUST0000265468,3.5,3
CUST0000265582,63.68999999999998,20
CUST0000265678,91.85999999999996,23
CUST0000265948,1519.730000000005,126
CUST0000266020,463.6800000000001,84
CUST0000266152,235.39,12
CUST0000266269,0.31,1
CUST0000266580,445.16000000000014,114
CUST0000266722,1210.3200000000043,469
CUST0000266997,22.569999999999997,2
CUST0000267204,1771.100000000001,50
CUST0000267213,4146.499999999989,347
CUST0000267396,2280.8799999999965,80
CUST0000267507,1722.6099999999992,153
CUST0000267570,444.36999999999966,74
CUST0000267589,31.720000000000006,1
CUST0000267709,396.94,14
CUST0000267726,319.84999999999974,105
CUST0000267979,1416.6499999999976,139
CUST0000268127,2851.25,161
CUST0000268207,1624.219999999996,110
CUST0000268635,89.97,17
CUST0000268961,2698.929999999999,93
CUST0000270350,1110.3100000000004,45
CUST0000270503,79.67999999999999,1
CUST0000270628,2492.310000000003,118
CUST0000271479,16.64,4
CUST0000272023,2673.0200000000027,173
CUST0000272386,23.309999999999995,1
CUST0000272425,1132.4500000000005,26
CUST0000272582,355.2300000000002,16
CUST0000272853,2840.6500000000196,408
CUST0000272904,47.190000000000005,11
CUST0000273017,383.63,9
CUST0000273175,488.9299999999994,49
CUST0000273521,667.0299999999996,18
CUST0000273560,1516.6499999999987,64
CUST0000273592,667.3699999999998,96
CUST0000273930,2925.7699999999986,249
CUST0000274070,1458.1499999999992,105
CUST0000274137,652.9199999999979,114
CUST0000274139,2318.889999999994,148
CUST0000274165,130.17,4
CUST0000274514,795.2199999999995,21
CUST0000274533,23.080000000000002,1
CUST0000274585,716.7699999999991,67
CUST0000275005,1400.6700000000012,53
CUST0000275436,89.32,6
CUST0000275790,129.28000000000003,4
CUST0000275806,68.52000000000001,3
CUST0000275903,1723.550000000001,92
CUST0000276154,525.56,26
CUST0000276333,2461.1300000000056,310
CUST0000276429,1282.7499999999975,198
CUST0000276604,1093.1600000000008,115
CUST0000276942,473.92000000000036,25
CUST0000277064,2480.6199999999985,201
CUST0000277206,215.92999999999992,34
CUST0000277415,22.330000000000002,1
CUST0000277675,53.57000000000001,16
CUST0000277824,438.4300000000003,49
CUST0000278111,2164.69,94
CUST0000278741,1088.11,94
CUST0000278821,859.1699999999988,70
CUST0000278887,7306.6400000000185,122
CUST0000279161,6.39,1
CUST0000279310,175.39999999999998,18
CUST0000279477,952.5500000000003,57
CUST0000279958,2496.7700000000054,136
CUST0000280517,751.1000000000004,27
CUST0000280589,2809.7299999999937,222
CUST0000280679,282.27000000000004,36
CUST0000280690,9.629999999999999,2
CUST0000280694,3734.760000000003,149
CUST0000280952,176.24999999999994,17
CUST0000281089,186.86000000000004,13
CUST0000281353,29.059999999999995,5
CUST0000281968,503.5299999999997,87
CUST0000282032,30.440000000000005,18
CUST0000282130,2606.4400000000132,170
CUST0000282214,114.94,6
CUST0000282411,771.6500000000005,73
CUST0000282515,1212.0899999999929,99
CUST0000282652,2373.6000000000035,30
CUST0000282774,8.690000000000001,3
CUST0000282917,1459.8499999999985,82
CUST0000283274,4236.4199999999955,223
CUST0000283740,221.36999999999983,47
CUST0000283803,205.2499999999999,21
CUST0000284103,1883.2200000000007,132
CUST0000284343,1830.4400000000026,163
CUST0000284451,564.3999999999999,43
CUST0000284650,55.519999999999996,1
CUST0000285276,65.69000000000001,18
CUST0000285663,174.42999999999998,21
CUST0000287282,507.14999999999975,11
CUST0000287482,736.5600000000003,37
CUST0000287617,500.04999999999984,108
CUST0000287772,1082.7100000000005,64
CUST0000287867,3408.9500000000016,215
CUST0000287937,3426.559999999992,194
CUST0000288146,62.300000000000004,1
CUST0000288343,19.730000000000004,2
CUST0000288518,866.3300000000012,29
CUST0000288662,300.3799999999998,68
CUST0000288788,2044.3299999999983,84
CUST0000289277,666.5899999999999,60
CUST0000289401,130.37999999999997,13
CUST0000289425,890.4399999999994,135
CUST0000289572,3.13,1
CUST0000290774,12.12,4
CUST0000290793,1280.8799999999987,66
CUST0000291108,1314.530000000001,89
CUST0000291212,660.5700000000005,43
CUST0000291432,156.51000000000002,28
CUST0000291843,34.00000000000001,16
CUST0000291861,2014.0899999999967,110
CUST0000291884,3286.8900000000053,146
CUST0000291957,3089.959999999994,139
CUST0000292032,3099.680000000001,169
CUST0000292042,835.6199999999981,108
CUST0000292049,10.96,1
CUST0000292191,15.29,1
CUST0000292555,123.12000000000002,7
CUST0000292567,40.0,1
CUST0000292985,693.1700000000011,40
CUST0000293101,141.55,21
CUST0000293131,2374.179999999985,123
CUST0000293597,2772.1000000000035,183
CUST0000294521,93.63999999999999,8
CUST0000294638,3950.2000000000135,157
CUST0000294682,942.7799999999994,46
CUST0000294815,141.75,16
CUST0000294865,33.42000000000001,2
CUST0000295117,429.51999999999964,79
CUST0000295167,2181.0500000000025,92
CUST0000295901,1294.5199999999995,63
CUST0000296012,12.809999999999999,6
CUST0000296204,1576.0399999999954,91
CUST0000296291,1960.989999999999,257
CUST0000296379,82.83999999999996,6
CUST0000297035,78.08000000000003,2
CUST0000297139,858.840000000002,64
CUST0000297249,5.27,1
CUST0000297521,206.67999999999992,57
CUST0000297608,2427.1299999999987,150
CUST0000297678,55.65,2
CUST0000297970,48.230000000000004,3
CUST0000297983,60.06,12
CUST0000298408,293.32,14
CUST0000298700,1.85,1
CUST0000298739,29.78,3
CUST0000298919,96.47000000000003,10
CUST0000298951,1365.1300000000008,161
CUST0000299009,426.90999999999997,8
CUST0000299174,864.7100000000016,120
CUST0000299182,2173.2999999999956,84
CUST0000299294,1.11,1
CUST0000299443,48.04,2
CUST0000299856,2467.5500000000006,145
CUST0000299905,43.339999999999996,3
CUST0000300136,145.98,32
CUST0000300206,43.290000000000006,2
CUST0000300328,932.79,50
CUST0000300829,2229.070000000003,213
CUST0000300913,12.409999999999998,4
CUST0000301027,35.99,1
CUST0000301140,132.18999999999986,21
CUST0000301201,2.04,2
CUST0000301267,968.7399999999997,20
CUST0000301347,1356.5600000000024,99
CUST0000301586,1451.1599999999985,165
CUST0000301823,152.14999999999998,24
CUST0000301955,111.92999999999999,5
CUST0000302280,69.28,19
CUST0000302301,257.04,16
CUST0000302308,94.84000000000002,18
CUST0000302355,1940.3199999999993,147
CUST0000302397,0.7999999999999999,2
CUST0000302718,1511.6899999999994,188
CUST0000302781,441.28000000000014,126
CUST0000303021,1052.049999999999,41
CUST0000303410,1957.3700000000006,60
CUST0000303669,12.440000000000001,2
CUST0000303755,329.15999999999934,99
CUST0000303963,3.9799999999999995,1
CUST0000303966,628.3499999999992,117
CUST0000304008,910.2899999999987,44
CUST0000304476,90.15999999999997,7
CUST0000304719,208.16000000000003,22
CUST0000304922,118.61,48
CUST0000305103,3906.049999999992,209
CUST0000305191,6638.460000000032,494
CUST0000306168,70.53999999999999,2
CUST0000306198,922.6500000000015,121
CUST0000306533,10.350000000000001,1
CUST0000306580,5253.010000000021,241
CUST0000306843,40.529999999999994,6
CUST0000307007,5033.640000000011,233
CUST0000307236,2738.9499999999925,90
CUST0000307323,1235.4499999999957,151
CUST0000307403,10.12,1
CUST0000307406,72.16000000000001,2
CUST0000307693,697.2200000000009,56
CUST0000308121,9.48,1
CUST0000308433,286.6099999999996,86
CUST0000308522,174.72,6
CUST0000308575,516.5099999999993,153
CUST0000308627,587.6700000000002,24
CUST0000308745,296.7699999999998,46
CUST0000309037,1.1099999999999999,1
CUST0000309078,15.149999999999999,2
CUST0000309104,1931.3299999999954,121
CUST0000309109,367.7399999999998,50
CUST0000309773,3225.530000000015,272
CUST0000309803,1.53,1
CUST0000309974,502.03000000000037,87
CUST0000309981,4076.82000000001,64
CUST0000310334,2226.089999999989,295
CUST0000310381,9.12,1
CUST0000310512,1980.9699999999964,172
CUST0000310786,3302.0199999999963,159
CUST0000310844,1960.0300000000009,69
CUST0000310870,1587.590000000002,110
CUST0000311051,1614.5200000000054,254
CUST0000311194,339.2500000000001,49
CUST0000311496,506.6100000000006,98
CUST0000312303,2228.3299999999954,222
CUST0000312327,13.12,1
CUST0000312428,613.4999999999998,77
CUST0000312927,227.16000000000003,31
CUST0000313011,1585.3899999999924,81
CUST0000313294,103.29,16
CUST0000313370,37.35,1
CUST0000313426,962.380000000001,40
CUST0000313722,901.5299999999984,59
CUST0000313963,4086.6800000000067,443
CUST0000313976,1520.269999999999,46
CUST0000314165,1082.4800000000032,78
CUST0000314371,905.6999999999986,237
CUST0000314465,146.38999999999996,30
CUST0000314494,21.72,1
CUST0000314496,2519.290000000004,175
CUST0000314931,2751.7099999999964,248
CUST0000315095,481.1399999999999,94
CUST0000315693,1146.8300000000024,203
CUST0000315792,492.0600000000002,26
CUST0000315873,16.87,7
CUST0000315924,35.75000000000001,10
